user_id,car_type,service_type,booking_day_of_week,booking_hour,lead_time_days,previous_missed_appointments,no_show,payment_method,first_time_user,discount_applied,distance_to_station_km,preferred_time_slot,device_used,referral_source,booking_channel,service_duration_minutes,rating_previous_service,wait_time_last_booking_min,account_age_days,cancellation_count
user_359,suv,tire_rotation,Monday,16.0,26.0,2.0,0,cash,1,,10.45,afternoon,mobile,google,whatsapp,97.0,4.6,47.0,486.0,4.0
user_360,sedan,oil_change,Friday,,15.0,2.0,1,transfer,yes,,,afternoon,desktop,twitter,mobile_app,79.0,1.9,16.0,518.0,3.0
user_361,suv,engine_diagnostics,Monday,19.0,5.0,4.0,0,cash,yes,SUMMER20,,morning,mobile,instagram,whatsapp,70.0,1.3,4.0,350.0,4.0
user_362,suv,brake_repair,Tuesday,invalid,4.0,3.0,1,card,0,NEW10,6.88,afternoon,tablet,friend,web,93.0,,12.0,121.0,3.0
user_363,truck,engine_diagnostics,Thursday,20.0,29.0,2.0,0,card,,,22.92,afternoon,mobile,,whatsapp,88.0,4.0,30.0,475.0,5.0
user_364,truck,brake_repair,Monday,15.0,19.0,3.0,1,card,no,LOYALTY15,,evening,,friend,mobile_app,48.0,4.2,15.0,842.0,4.0
user_365,truck,engine_diagnostics,Monday,10.0,16.0,0.0,1,transfer,yes,,7.69,morning,mobile,google,web,55.0,4.4,27.0,387.0,
user_366,suv,tire_rotation,Thursday,16.0,9.0,0.0,0,card,1,LOYALTY15,15.8,evening,mobile,twitter,whatsapp,64.0,1.9,31.0,865.0,5.0
user_367,suv,engine_diagnostics,Sunday,invalid,0.0,1.0,0,wallet,0,SUMMER20,26.56,morning,,,web,113.0,1.8,,810.0,1.0
user_368,sedan,brake_repair,,20.0,5.0,4.0,0,cash,1,NEW10,27.38,evening,desktop,twitter,whatsapp,31.0,,28.0,555.0,5.0
user_369,truck,brake_repair,,11.0,20.0,4.0,0,cash,no,SUMMER20,19.71,afternoon,desktop,,mobile_app,56.0,4.7,0.0,394.0,1.0
user_370,truck,engine_diagnostics,Sunday,19.0,21.0,,0,card,,,24.1,morning,desktop,instagram,whatsapp,63.0,2.2,23.0,832.0,1.0
user_371,sedan,engine_diagnostics,Saturday,12.0,1.0,4.0,1,wallet,0,,,morning,desktop,google,whatsapp,100.0,4.0,15.0,205.0,0.0
user_372,truck,tire_rotation,Sunday,10.0,21.0,5.0,1,cash,no,,3.41,afternoon,desktop,,web,,1.4,18.0,415.0,3.0
user_373,sedan,engine_diagnostics,Friday,13.0,1.0,0.0,1,card,0,,14.11,afternoon,desktop,instagram,mobile_app,34.0,,19.0,,
user_374,truck,tire_rotation,Friday,9.0,12.0,3.0,1,card,no,SUMMER20,27.11,,,instagram,whatsapp,,2.5,20.0,500.0,4.0
user_375,suv,brake_repair,Wednesday,6.0,6.0,1.0,0,transfer,no,SUMMER20,19.52,morning,desktop,,mobile_app,,3.6,35.0,346.0,2.0
user_376,sedan,engine_diagnostics,Monday,15.0,5.0,4.0,1,cash,yes,SUMMER20,18.25,morning,tablet,twitter,whatsapp,43.0,2.5,44.0,35.0,5.0
user_377,truck,oil_change,Wednesday,invalid,30.0,2.0,0,wallet,1,LOYALTY15,15.85,afternoon,mobile,,mobile_app,88.0,1.2,32.0,,2.0
user_378,truck,oil_change,Tuesday,19.0,14.0,1.0,1,transfer,,,1.96,,desktop,,mobile_app,96.0,3.3,26.0,827.0,4.0
user_379,truck,brake_repair,Wednesday,11.0,7.0,2.0,1,card,,SUMMER20,20.64,,desktop,instagram,whatsapp,48.0,4.4,28.0,967.0,4.0
user_380,suv,tire_rotation,Monday,invalid,29.0,0.0,0,,yes,,10.95,evening,mobile,,web,94.0,4.4,16.0,106.0,3.0
user_381,suv,oil_change,Wednesday,20.0,1.0,1.0,0,card,0,,28.48,morning,desktop,instagram,mobile_app,41.0,4.9,21.0,409.0,5.0
user_382,truck,brake_repair,Sunday,20.0,28.0,0.0,0,wallet,1,SUMMER20,20.92,,tablet,twitter,whatsapp,54.0,1.1,30.0,438.0,3.0
user_383,,brake_repair,Friday,18.0,8.0,2.0,0,card,,LOYALTY15,6.72,evening,desktop,,,103.0,3.9,16.0,766.0,1.0
user_384,truck,,Wednesday,16.0,20.0,,1,cash,no,NEW10,15.73,morning,tablet,google,whatsapp,86.0,1.3,46.0,618.0,3.0
user_385,suv,,Sunday,14.0,4.0,5.0,1,transfer,no,,10.71,evening,mobile,google,web,,4.7,50.0,,1.0
user_386,sedan,brake_repair,Sunday,10.0,,2.0,0,transfer,1,LOYALTY15,,afternoon,mobile,instagram,web,77.0,3.9,50.0,564.0,
user_387,suv,brake_repair,Thursday,12.0,17.0,5.0,1,card,,NEW10,6.01,morning,tablet,instagram,mobile_app,74.0,4.9,19.0,,1.0
user_388,suv,tire_rotation,Friday,18.0,2.0,0.0,1,cash,0,LOYALTY15,,evening,,twitter,web,89.0,4.1,,819.0,4.0
user_389,truck,oil_change,Monday,14.0,19.0,0.0,0,cash,yes,NEW10,15.34,morning,,,,80.0,,4.0,476.0,1.0
user_390,truck,engine_diagnostics,,invalid,,2.0,0,transfer,no,,7.5,morning,mobile,google,whatsapp,102.0,,,755.0,3.0
user_391,truck,brake_repair,Tuesday,20.0,13.0,3.0,0,wallet,yes,,5.49,afternoon,tablet,,whatsapp,60.0,2.1,41.0,715.0,3.0
user_392,,brake_repair,Thursday,13.0,29.0,3.0,1,transfer,yes,LOYALTY15,19.03,afternoon,mobile,,mobile_app,,1.2,,418.0,4.0
user_393,suv,brake_repair,Saturday,10.0,23.0,0.0,0,card,1,LOYALTY15,28.54,evening,tablet,,web,107.0,1.2,8.0,146.0,3.0
user_394,truck,oil_change,Tuesday,12.0,18.0,3.0,0,cash,no,NEW10,,evening,mobile,,whatsapp,106.0,4.7,4.0,,2.0
user_395,suv,oil_change,Monday,6.0,13.0,0.0,0,wallet,no,,20.08,,mobile,friend,web,114.0,,20.0,177.0,
user_396,sedan,engine_diagnostics,Monday,13.0,0.0,2.0,1,card,,NEW10,10.62,evening,desktop,google,whatsapp,81.0,,48.0,177.0,2.0
user_397,truck,oil_change,Friday,18.0,21.0,5.0,0,card,yes,LOYALTY15,27.53,morning,tablet,twitter,web,,1.5,43.0,429.0,3.0
user_398,sedan,,Sunday,8.0,27.0,0.0,0,cash,,,8.67,evening,desktop,,mobile_app,51.0,4.6,14.0,493.0,4.0
user_399,truck,engine_diagnostics,Thursday,14.0,13.0,0.0,1,cash,yes,,12.01,,mobile,instagram,mobile_app,64.0,,23.0,517.0,4.0
user_400,truck,oil_change,Monday,9.0,25.0,,1,cash,0,SUMMER20,11.47,morning,mobile,twitter,whatsapp,111.0,,10.0,673.0,1.0
user_401,sedan,brake_repair,Saturday,9.0,,1.0,1,,0,SUMMER20,18.17,morning,tablet,instagram,web,117.0,1.5,,855.0,2.0
user_402,suv,oil_change,Thursday,14.0,9.0,1.0,0,wallet,no,,19.03,morning,,google,mobile_app,58.0,3.2,30.0,436.0,4.0
user_403,sedan,tire_rotation,Sunday,9.0,22.0,1.0,1,wallet,yes,LOYALTY15,24.71,morning,tablet,friend,whatsapp,,1.3,7.0,916.0,3.0
user_404,suv,brake_repair,Monday,9.0,11.0,0.0,0,card,0,LOYALTY15,23.24,evening,tablet,twitter,web,102.0,3.3,8.0,323.0,
user_405,truck,brake_repair,Saturday,13.0,28.0,3.0,1,card,yes,,13.98,evening,mobile,friend,whatsapp,110.0,1.4,9.0,599.0,0.0
user_406,truck,oil_change,Sunday,11.0,30.0,2.0,0,transfer,0,NEW10,,,mobile,friend,whatsapp,40.0,1.4,27.0,69.0,5.0
user_407,suv,tire_rotation,Tuesday,,,3.0,1,cash,no,LOYALTY15,11.18,evening,desktop,,web,,4.9,14.0,875.0,
user_408,suv,brake_repair,Thursday,15.0,-5.0,3.0,1,wallet,0,NEW10,11.15,afternoon,tablet,google,whatsapp,87.0,2.1,14.0,984.0,3.0
user_409,suv,tire_rotation,Sunday,10.0,19.0,5.0,0,cash,1,,27.89,morning,tablet,instagram,mobile_app,,1.2,18.0,864.0,3.0
user_410,suv,,Sunday,19.0,-10.0,5.0,1,cash,0,NEW10,2.7,afternoon,mobile,,web,82.0,,5.0,141.0,0.0
user_411,sedan,engine_diagnostics,Tuesday,invalid,28.0,,0,cash,0,SUMMER20,2.49,afternoon,tablet,friend,,85.0,3.9,49.0,467.0,0.0
user_412,suv,engine_diagnostics,Saturday,,13.0,3.0,0,wallet,1,,16.07,,tablet,,whatsapp,61.0,3.5,3.0,858.0,2.0
user_413,truck,tire_rotation,Monday,,,5.0,1,transfer,yes,,,evening,mobile,twitter,mobile_app,97.0,,36.0,165.0,0.0
user_414,sedan,oil_change,Friday,7.0,30.0,5.0,0,cash,yes,LOYALTY15,3.46,afternoon,tablet,google,mobile_app,115.0,4.5,8.0,781.0,3.0
user_415,truck,tire_rotation,Tuesday,7.0,9.0,0.0,0,wallet,yes,LOYALTY15,,afternoon,desktop,google,whatsapp,30.0,3.7,,183.0,4.0
user_416,truck,tire_rotation,Sunday,7.0,18.0,3.0,1,card,yes,SUMMER20,18.72,evening,,instagram,mobile_app,59.0,2.4,57.0,,2.0
user_417,truck,oil_change,Thursday,16.0,27.0,3.0,0,transfer,no,,21.19,afternoon,mobile,twitter,whatsapp,97.0,3.4,17.0,728.0,4.0
user_418,sedan,brake_repair,Friday,19.0,3.0,2.0,1,wallet,0,,1.2,morning,tablet,twitter,web,,2.1,16.0,375.0,2.0
user_419,sedan,tire_rotation,Friday,,13.0,0.0,0,,no,LOYALTY15,18.41,evening,desktop,instagram,mobile_app,73.0,3.7,39.0,80.0,3.0
user_420,suv,brake_repair,Saturday,9.0,11.0,4.0,0,,no,LOYALTY15,15.53,evening,desktop,,web,,,59.0,299.0,0.0
user_421,sedan,tire_rotation,Sunday,20.0,12.0,2.0,0,card,1,LOYALTY15,,morning,mobile,,whatsapp,97.0,4.6,17.0,770.0,
user_422,sedan,engine_diagnostics,Friday,19.0,0.0,5.0,1,card,yes,NEW10,22.43,morning,desktop,google,web,47.0,1.2,36.0,646.0,1.0
user_423,,tire_rotation,Wednesday,invalid,11.0,3.0,0,cash,,NEW10,27.41,afternoon,mobile,instagram,mobile_app,107.0,4.3,3.0,840.0,2.0
user_424,truck,tire_rotation,Saturday,14.0,4.0,3.0,1,transfer,yes,,26.37,morning,tablet,,web,66.0,1.6,40.0,906.0,4.0
user_425,sedan,oil_change,Tuesday,14.0,20.0,0.0,1,card,1,NEW10,13.14,afternoon,desktop,twitter,mobile_app,87.0,3.8,14.0,879.0,5.0
user_426,sedan,,Saturday,10.0,27.0,5.0,1,transfer,0,,1.45,evening,tablet,friend,whatsapp,63.0,,40.0,888.0,5.0
user_427,sedan,engine_diagnostics,,invalid,16.0,1.0,1,card,no,,27.58,evening,tablet,,,79.0,3.9,0.0,263.0,2.0
user_428,sedan,engine_diagnostics,Saturday,11.0,15.0,,0,card,yes,LOYALTY15,,evening,,google,mobile_app,48.0,4.0,21.0,149.0,0.0
user_429,truck,oil_change,Monday,9.0,3.0,,1,transfer,no,SUMMER20,24.88,evening,tablet,twitter,mobile_app,106.0,4.4,10.0,893.0,2.0
user_430,suv,brake_repair,Wednesday,18.0,0.0,4.0,1,,yes,LOYALTY15,24.19,,tablet,,mobile_app,78.0,2.4,59.0,437.0,1.0
user_431,sedan,oil_change,Friday,14.0,27.0,3.0,0,transfer,1,,29.23,evening,desktop,instagram,mobile_app,79.0,4.8,25.0,85.0,3.0
user_432,suv,oil_change,,17.0,14.0,,0,transfer,yes,LOYALTY15,20.03,morning,mobile,,whatsapp,78.0,,36.0,718.0,4.0
user_433,truck,engine_diagnostics,Thursday,10.0,21.0,1.0,1,cash,,SUMMER20,18.26,afternoon,mobile,instagram,whatsapp,54.0,2.1,59.0,439.0,2.0
user_434,,oil_change,Thursday,12.0,19.0,2.0,1,card,,NEW10,8.6,morning,,instagram,web,66.0,3.1,5.0,151.0,0.0
user_435,truck,oil_change,Sunday,9.0,18.0,5.0,1,wallet,,,,morning,desktop,instagram,mobile_app,72.0,1.0,31.0,554.0,5.0
user_436,suv,brake_repair,Sunday,,16.0,0.0,1,wallet,no,,5.71,morning,desktop,,,87.0,,,726.0,2.0
user_437,truck,,Thursday,17.0,9.0,1.0,1,transfer,1,LOYALTY15,28.55,,desktop,,whatsapp,70.0,2.3,58.0,139.0,5.0
user_438,,,Thursday,6.0,,0.0,0,,1,LOYALTY15,1.26,,mobile,friend,web,54.0,,46.0,580.0,
user_439,suv,tire_rotation,Saturday,invalid,,3.0,0,wallet,yes,NEW10,15.08,afternoon,tablet,google,web,44.0,2.7,28.0,,3.0
user_440,truck,brake_repair,Sunday,6.0,18.0,,0,transfer,0,LOYALTY15,28.04,morning,,instagram,web,,,25.0,433.0,1.0
user_441,sedan,brake_repair,Wednesday,11.0,5.0,0.0,1,cash,,NEW10,,morning,tablet,,whatsapp,50.0,2.4,33.0,566.0,0.0
user_442,sedan,tire_rotation,Tuesday,11.0,23.0,,0,card,0,NEW10,,afternoon,mobile,twitter,mobile_app,35.0,,39.0,,0.0
user_443,truck,oil_change,Sunday,14.0,-27.0,3.0,1,transfer,,LOYALTY15,12.06,,desktop,instagram,web,81.0,2.9,8.0,285.0,5.0
user_444,suv,oil_change,Wednesday,13.0,,3.0,1,transfer,1,NEW10,19.14,evening,mobile,twitter,whatsapp,67.0,,41.0,792.0,0.0
user_445,suv,oil_change,Monday,15.0,-25.0,5.0,0,wallet,0,,20.49,morning,tablet,,mobile_app,105.0,,,789.0,3.0
user_446,sedan,oil_change,Sunday,,,,0,wallet,0,,12.39,morning,desktop,,mobile_app,52.0,2.2,6.0,820.0,2.0
user_447,truck,oil_change,Saturday,8.0,8.0,2.0,0,cash,1,NEW10,28.73,evening,tablet,twitter,whatsapp,67.0,3.8,44.0,423.0,5.0
user_448,sedan,,Thursday,18.0,29.0,0.0,1,wallet,yes,SUMMER20,21.39,afternoon,tablet,instagram,mobile_app,63.0,1.5,4.0,378.0,0.0
user_449,suv,,Wednesday,15.0,8.0,2.0,0,card,no,LOYALTY15,19.69,,mobile,twitter,mobile_app,,,32.0,815.0,5.0
user_450,suv,brake_repair,Sunday,9.0,,1.0,0,card,yes,,5.18,morning,mobile,instagram,mobile_app,40.0,,10.0,693.0,
user_451,suv,tire_rotation,,6.0,10.0,0.0,1,transfer,no,SUMMER20,12.58,afternoon,desktop,instagram,web,,1.9,29.0,336.0,2.0
user_452,truck,engine_diagnostics,Thursday,8.0,14.0,5.0,1,transfer,yes,,28.8,,mobile,friend,mobile_app,45.0,,43.0,730.0,0.0
user_453,suv,oil_change,Saturday,7.0,3.0,2.0,0,cash,1,NEW10,29.25,afternoon,desktop,friend,web,113.0,2.6,23.0,136.0,5.0
user_454,suv,oil_change,Tuesday,14.0,8.0,4.0,0,,yes,,8.28,morning,mobile,twitter,whatsapp,84.0,,30.0,524.0,0.0
user_455,truck,engine_diagnostics,Wednesday,7.0,14.0,0.0,0,,yes,LOYALTY15,,morning,,twitter,mobile_app,54.0,1.7,25.0,37.0,5.0
user_456,suv,engine_diagnostics,,9.0,9.0,4.0,1,wallet,no,NEW10,19.28,morning,mobile,,web,38.0,,37.0,781.0,1.0
user_457,truck,oil_change,Thursday,8.0,0.0,3.0,0,cash,,,9.75,afternoon,mobile,instagram,whatsapp,71.0,3.6,,112.0,3.0
user_458,sedan,oil_change,Tuesday,,2.0,2.0,0,,0,SUMMER20,,morning,desktop,friend,mobile_app,90.0,4.5,29.0,747.0,1.0
user_459,truck,oil_change,Saturday,11.0,18.0,4.0,1,card,0,,4.71,evening,desktop,friend,mobile_app,30.0,1.3,39.0,139.0,1.0
user_460,suv,oil_change,,8.0,17.0,4.0,1,,1,LOYALTY15,13.01,afternoon,mobile,,web,82.0,1.9,50.0,507.0,2.0
user_461,,tire_rotation,,9.0,27.0,1.0,1,card,yes,NEW10,,morning,tablet,,,31.0,2.4,2.0,650.0,
user_462,suv,tire_rotation,Thursday,11.0,28.0,3.0,0,,yes,,2.37,morning,mobile,google,mobile_app,100.0,2.4,,371.0,3.0
user_463,truck,oil_change,Saturday,14.0,16.0,2.0,1,card,1,SUMMER20,24.2,evening,desktop,instagram,mobile_app,95.0,,8.0,880.0,5.0
user_464,sedan,engine_diagnostics,Friday,20.0,,5.0,0,transfer,,NEW10,,afternoon,tablet,,,76.0,3.6,3.0,869.0,3.0
user_465,suv,oil_change,Sunday,9.0,24.0,2.0,1,card,no,,13.23,evening,tablet,,whatsapp,73.0,4.7,35.0,826.0,3.0
user_466,sedan,engine_diagnostics,,,4.0,0.0,0,cash,0,NEW10,1.24,morning,mobile,,,77.0,4.9,46.0,69.0,1.0
user_467,truck,oil_change,Sunday,11.0,30.0,3.0,1,wallet,0,SUMMER20,21.61,evening,tablet,,mobile_app,114.0,,30.0,,5.0
user_468,suv,brake_repair,Monday,19.0,19.0,5.0,1,transfer,1,,10.92,morning,tablet,friend,mobile_app,39.0,3.0,11.0,138.0,
user_469,sedan,brake_repair,Thursday,11.0,1.0,5.0,0,cash,1,SUMMER20,22.31,afternoon,desktop,friend,mobile_app,83.0,1.9,7.0,648.0,1.0
user_470,,tire_rotation,,8.0,28.0,,1,wallet,no,,17.62,morning,tablet,instagram,mobile_app,72.0,2.7,19.0,934.0,3.0
user_471,suv,tire_rotation,Wednesday,18.0,17.0,1.0,1,transfer,yes,LOYALTY15,3.2,afternoon,mobile,twitter,whatsapp,68.0,,24.0,41.0,0.0
user_472,truck,brake_repair,Friday,6.0,1.0,2.0,0,card,1,SUMMER20,1.26,morning,mobile,friend,whatsapp,50.0,4.8,27.0,456.0,5.0
user_473,sedan,engine_diagnostics,Sunday,11.0,,5.0,1,cash,,NEW10,20.94,evening,tablet,google,whatsapp,98.0,3.7,,636.0,3.0
user_474,suv,engine_diagnostics,Sunday,10.0,,1.0,1,cash,1,NEW10,13.28,morning,desktop,google,whatsapp,45.0,4.6,43.0,494.0,5.0
user_475,sedan,oil_change,Tuesday,17.0,6.0,3.0,0,transfer,no,,14.84,evening,desktop,friend,mobile_app,33.0,2.1,,300.0,2.0
user_476,sedan,brake_repair,Sunday,14.0,,3.0,1,transfer,yes,SUMMER20,26.58,evening,mobile,,web,112.0,1.3,52.0,981.0,2.0
user_477,suv,,Saturday,14.0,25.0,2.0,0,cash,0,LOYALTY15,24.42,afternoon,,instagram,whatsapp,47.0,4.9,54.0,820.0,5.0
user_478,suv,tire_rotation,Thursday,6.0,25.0,5.0,0,transfer,no,SUMMER20,4.0,morning,desktop,,mobile_app,95.0,,17.0,217.0,3.0
user_479,truck,tire_rotation,Tuesday,20.0,19.0,3.0,1,wallet,yes,LOYALTY15,22.88,evening,mobile,friend,web,33.0,,22.0,,2.0
user_480,suv,oil_change,Friday,,20.0,4.0,1,transfer,yes,NEW10,0.81,afternoon,tablet,instagram,web,58.0,4.6,39.0,944.0,2.0
user_481,suv,engine_diagnostics,Saturday,9.0,24.0,2.0,1,cash,0,SUMMER20,14.98,afternoon,desktop,friend,web,40.0,4.1,,,5.0
user_482,sedan,brake_repair,Tuesday,18.0,1.0,4.0,1,card,no,SUMMER20,6.77,,,instagram,mobile_app,106.0,4.1,11.0,,
user_483,truck,engine_diagnostics,,18.0,16.0,1.0,1,card,0,SUMMER20,8.93,afternoon,,friend,mobile_app,83.0,3.4,47.0,467.0,3.0
user_484,truck,oil_change,Thursday,17.0,11.0,1.0,1,wallet,no,,12.34,afternoon,mobile,google,web,63.0,3.8,36.0,741.0,
user_485,sedan,tire_rotation,Wednesday,10.0,25.0,4.0,1,,0,SUMMER20,24.05,evening,mobile,google,whatsapp,82.0,1.9,30.0,152.0,0.0
user_486,,engine_diagnostics,Thursday,14.0,-8.0,4.0,0,transfer,no,NEW10,10.07,evening,tablet,,whatsapp,67.0,3.3,57.0,558.0,
user_487,suv,oil_change,Saturday,,21.0,1.0,1,wallet,0,,,morning,tablet,,mobile_app,99.0,4.2,55.0,723.0,5.0
user_488,truck,oil_change,Sunday,19.0,27.0,5.0,0,cash,no,,9.74,morning,tablet,,,68.0,3.7,59.0,878.0,4.0
user_489,suv,engine_diagnostics,Sunday,6.0,23.0,0.0,0,transfer,0,SUMMER20,7.04,evening,desktop,,whatsapp,43.0,4.7,,801.0,5.0
user_490,sedan,engine_diagnostics,Sunday,16.0,19.0,1.0,1,card,0,,3.32,afternoon,mobile,google,whatsapp,76.0,3.6,24.0,27.0,2.0
user_491,sedan,oil_change,Thursday,15.0,15.0,1.0,0,card,yes,LOYALTY15,25.68,morning,tablet,twitter,mobile_app,48.0,,1.0,109.0,1.0
user_492,sedan,brake_repair,Friday,20.0,27.0,4.0,0,wallet,,NEW10,29.25,afternoon,,,whatsapp,72.0,4.5,34.0,322.0,2.0
user_493,truck,engine_diagnostics,Sunday,10.0,16.0,0.0,0,,1,,6.66,afternoon,mobile,friend,mobile_app,105.0,3.6,12.0,772.0,0.0
user_494,truck,brake_repair,Monday,15.0,12.0,3.0,0,card,1,SUMMER20,23.38,evening,tablet,friend,mobile_app,45.0,1.4,5.0,442.0,
user_495,suv,oil_change,Sunday,7.0,1.0,3.0,0,card,no,,26.7,,mobile,twitter,web,92.0,3.8,22.0,653.0,3.0
user_496,sedan,engine_diagnostics,Wednesday,6.0,21.0,1.0,0,card,yes,NEW10,25.27,afternoon,tablet,instagram,whatsapp,33.0,3.9,6.0,,3.0
user_497,suv,brake_repair,Tuesday,18.0,5.0,1.0,0,wallet,no,,25.42,afternoon,desktop,,mobile_app,59.0,,9.0,634.0,5.0
user_498,sedan,brake_repair,Saturday,15.0,-9.0,2.0,0,cash,no,,,morning,tablet,instagram,,86.0,5.0,4.0,561.0,4.0
user_499,truck,tire_rotation,Sunday,16.0,1.0,,0,,yes,LOYALTY15,10.88,morning,tablet,friend,web,81.0,1.5,54.0,468.0,4.0
user_500,,brake_repair,Tuesday,18.0,20.0,1.0,0,card,no,LOYALTY15,16.82,evening,desktop,google,whatsapp,72.0,1.5,56.0,996.0,4.0
user_501,,engine_diagnostics,Tuesday,11.0,1.0,5.0,0,card,yes,SUMMER20,17.36,afternoon,desktop,friend,mobile_app,102.0,4.1,25.0,487.0,1.0
user_502,suv,engine_diagnostics,Tuesday,,15.0,0.0,0,card,no,SUMMER20,18.46,evening,tablet,instagram,web,100.0,1.9,8.0,70.0,4.0
user_503,truck,oil_change,Tuesday,9.0,25.0,4.0,1,card,no,,,evening,tablet,friend,whatsapp,43.0,3.9,16.0,582.0,3.0
user_504,sedan,engine_diagnostics,Thursday,16.0,0.0,4.0,1,card,1,SUMMER20,8.8,evening,desktop,instagram,whatsapp,111.0,3.8,26.0,266.0,2.0
user_505,truck,oil_change,Monday,15.0,3.0,5.0,0,cash,1,SUMMER20,4.66,evening,tablet,friend,web,51.0,3.6,48.0,,0.0
user_506,truck,,,12.0,,4.0,1,transfer,no,NEW10,17.95,morning,tablet,google,web,48.0,1.6,,515.0,1.0
user_507,sedan,brake_repair,Friday,9.0,0.0,3.0,1,card,yes,SUMMER20,11.62,morning,desktop,,web,54.0,2.4,53.0,727.0,0.0
user_508,truck,brake_repair,Sunday,8.0,16.0,2.0,1,transfer,no,,20.43,morning,desktop,instagram,,56.0,2.3,40.0,762.0,0.0
user_509,,brake_repair,Friday,14.0,16.0,2.0,1,,yes,LOYALTY15,24.62,morning,mobile,,web,117.0,1.3,57.0,83.0,2.0
user_510,truck,oil_change,Friday,13.0,-28.0,1.0,0,cash,,,8.42,morning,desktop,,web,32.0,4.1,26.0,189.0,3.0
user_511,sedan,engine_diagnostics,Tuesday,9.0,2.0,1.0,1,transfer,yes,SUMMER20,12.48,morning,desktop,instagram,web,100.0,1.6,22.0,927.0,4.0
user_512,suv,brake_repair,Sunday,17.0,5.0,0.0,1,transfer,0,SUMMER20,17.26,,desktop,,whatsapp,45.0,4.8,11.0,31.0,5.0
user_513,,oil_change,Saturday,6.0,12.0,0.0,1,card,1,LOYALTY15,17.74,afternoon,mobile,twitter,,31.0,3.8,28.0,675.0,3.0
user_514,truck,oil_change,Friday,16.0,13.0,5.0,1,transfer,1,,3.91,morning,tablet,google,whatsapp,68.0,2.3,44.0,182.0,3.0
user_515,suv,brake_repair,Saturday,8.0,30.0,4.0,1,card,no,NEW10,27.55,morning,desktop,instagram,web,49.0,,56.0,,2.0
user_516,truck,engine_diagnostics,Thursday,20.0,10.0,5.0,1,wallet,0,SUMMER20,18.25,morning,desktop,,web,96.0,1.3,44.0,628.0,
user_517,suv,tire_rotation,Sunday,8.0,,2.0,0,wallet,yes,SUMMER20,4.42,evening,mobile,friend,whatsapp,35.0,2.9,31.0,626.0,
user_518,truck,brake_repair,Friday,17.0,0.0,0.0,0,card,1,SUMMER20,16.14,evening,desktop,,web,54.0,4.9,32.0,14.0,2.0
user_519,sedan,brake_repair,Saturday,15.0,0.0,,0,cash,1,SUMMER20,,afternoon,mobile,twitter,whatsapp,39.0,1.6,18.0,869.0,1.0
user_520,truck,brake_repair,Monday,13.0,26.0,3.0,1,card,1,NEW10,,morning,desktop,friend,whatsapp,113.0,4.2,,488.0,
user_521,sedan,oil_change,Sunday,14.0,12.0,0.0,0,cash,yes,SUMMER20,2.71,evening,tablet,google,whatsapp,,4.8,35.0,358.0,3.0
user_522,truck,,Wednesday,7.0,18.0,0.0,1,transfer,0,SUMMER20,,,,twitter,mobile_app,92.0,2.7,7.0,847.0,4.0
user_523,sedan,tire_rotation,Monday,invalid,30.0,,1,transfer,0,NEW10,8.38,morning,tablet,twitter,,76.0,3.9,,374.0,3.0
user_524,sedan,oil_change,Tuesday,,17.0,,0,cash,1,,,evening,mobile,twitter,whatsapp,48.0,2.0,26.0,654.0,4.0
user_525,sedan,engine_diagnostics,Tuesday,7.0,21.0,5.0,1,card,0,LOYALTY15,28.99,afternoon,mobile,,,40.0,2.7,40.0,402.0,0.0
user_526,truck,oil_change,Sunday,14.0,22.0,4.0,1,transfer,yes,NEW10,18.93,evening,mobile,,whatsapp,37.0,,40.0,145.0,4.0
user_527,suv,,Saturday,12.0,-19.0,1.0,0,wallet,0,SUMMER20,6.32,evening,mobile,,mobile_app,102.0,1.5,50.0,246.0,
user_528,sedan,engine_diagnostics,Monday,13.0,-30.0,5.0,0,cash,,,11.58,,tablet,friend,web,111.0,3.3,35.0,102.0,3.0
user_529,truck,tire_rotation,Thursday,7.0,,5.0,0,wallet,1,SUMMER20,5.14,morning,tablet,twitter,mobile_app,117.0,1.6,29.0,688.0,2.0
user_530,sedan,oil_change,Wednesday,20.0,20.0,2.0,1,card,1,NEW10,24.62,morning,mobile,friend,mobile_app,,4.8,31.0,924.0,3.0
user_531,truck,,Saturday,14.0,6.0,0.0,1,transfer,0,SUMMER20,29.08,afternoon,tablet,google,web,94.0,1.6,56.0,553.0,0.0
user_532,suv,brake_repair,Friday,6.0,20.0,2.0,1,transfer,yes,SUMMER20,20.13,,tablet,instagram,mobile_app,98.0,2.2,55.0,293.0,2.0
user_533,,brake_repair,Tuesday,,29.0,2.0,0,,no,SUMMER20,1.19,evening,tablet,,mobile_app,30.0,2.5,11.0,469.0,5.0
user_534,suv,engine_diagnostics,Wednesday,20.0,21.0,1.0,0,card,0,LOYALTY15,11.78,evening,mobile,,whatsapp,,,,442.0,4.0
user_535,truck,,Thursday,,11.0,0.0,1,wallet,0,LOYALTY15,19.8,morning,mobile,instagram,,95.0,2.6,36.0,425.0,2.0
user_536,sedan,engine_diagnostics,Wednesday,19.0,19.0,2.0,1,,no,,4.52,afternoon,desktop,friend,whatsapp,,3.1,51.0,999.0,0.0
user_537,truck,oil_change,Saturday,,15.0,4.0,0,transfer,yes,SUMMER20,29.26,evening,mobile,google,web,90.0,4.7,36.0,292.0,2.0
